date,fund,price
2026-04-13,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.93
2026-04-13,Zwitserleven RZL Euro Mixfonds,44.27
2026-04-13,Zwitserleven RZL Euro Obligatiefonds,26.36
2026-04-13,Zwitserleven RZL Europa Aandelenfonds,57.88
2026-04-13,Zwitserleven RZL Vastgoedfonds,45.39
2026-04-13,Zwitserleven RZL Wereld Aandelenfonds,61.74
2026-04-13,Zwitserleven RendementsGarantie 1%,23.19
2026-04-13,Zwitserleven RendementsGarantie 2%,26.33
2026-04-13,Zwitserleven Selectie Fonds,40.2
2026-04-13,Zwitserleven Ultra Long Duration Fonds,22.36
2026-04-13,Zwitserleven VP Credits Hypothekenmix,9.96
2026-04-13,Zwitserleven VP Obligatie,8.74
2026-04-13,Zwitserleven VP Selectie,10.25
2026-04-13,Zwitserleven VP Wereld Aandelen,13.48
2026-04-13,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.24
2026-04-13,Zwitserleven Vanguard Small Cap Fund,27.28
2026-04-13,Zwitserleven Vastgoedfonds,24.86
2026-04-13,Zwitserleven Wereld Aandelenfonds,86.47
2026-04-13,Zwitser­leven Geldmarkt­fonds,25.28
2026-04-13,Zwitser­leven PPI Geldmarkt­fonds,50.54
2026-04-13,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,50.13
2026-04-13,Zwitser­leven Vanguard US 500 Stock Index Fund,25.06
2026-04-14,ASN Duurzaam Aandelenfonds,197.51
2026-04-14,ASN Duurzaam Obligatiefonds,25.24
2026-04-14,ASN Milieu & Waterfonds,53.19
2026-04-14,Etappe Euro Aandelen­fonds,61.44
2026-04-14,Etappe Euro Obligatie­fonds,25.51
2026-04-14,Etappe Staatsobligaties 10+ Fonds,20.69
2026-04-14,Euro Aandelen­fonds,57.88
2026-04-14,Euro Mixfonds,38.06
2026-04-14,Euro Obligatiefonds,24.23
2026-04-14,Optimaal Euro Obligatiefonds,24.51
2026-04-14,Optimaal Staatsobligaties 10+ Fonds,20.74
2026-04-14,Optimaal Vastgoedfonds,34.32
2026-04-14,Optimaal Wereld Aandelenfonds,73.13
2026-04-14,Optimaalfonds Oranje,37.48
2026-04-14,PP Euro Aandelenfonds,64.62
2026-04-14,PP Euro Mixfonds,41.98
2026-04-14,PP Euro Obligatiefonds,25.39
2026-04-14,PP Optimaal Euro Mixfonds,40.18
2026-04-14,PP Wereld Aandelenfonds,77.09
2026-04-14,RZL Aandelenfonds Amerika,90.82
2026-04-14,RZL Aandelenfonds Duurzaam Wereld,28.04
2026-04-14,RZL Aandelenfonds Europa,57.66
2026-04-14,RZL Aandelenfonds Europa 2,64.62
2026-04-14,RZL Aandelenfonds Opkomende Landen,29.93
2026-04-14,RZL Aandelenfonds Pacific,48.06
2026-04-14,RZL Aandelenfonds Vastgoed,45.38
2026-04-14,RZL Aandelenfonds Wereld,61.76
2026-04-14,RZL Aandelenfonds Wereld 2,77.09
2026-04-14,RZL Diversificatiefonds,25.76
2026-04-14,RZL Mixfonds,44.14
2026-04-14,RZL Mixfonds 2,41.98
2026-04-14,RZL Obligatiefonds,26.3
2026-04-14,RZL Obligatiefonds 2,25.39
2026-04-14,RZL Obligatiefonds Duratie 10+,20.69
2026-04-14,RZL Obligatiefonds Duratie Heel Lang,25.15
2026-04-14,RZL Obligatiefonds Duratie Lang,24.82
2026-04-14,RZL Obligatiefonds Duratie Medium,25.09
2026-04-14,RZL Obligatiefonds Groen en Sociaal,25.0
2026-04-14,RZL Obligatiefonds Kortlopend,19.92
2026-04-14,RZL Optimaalfonds,37.48
2026-04-14,Wereld Beheer Mixfonds,37.99
2026-04-14,Zwitserleven Amerika Aandelenfonds,100.11
2026-04-14,Zwitserleven Credits Fonds,11.38
2026-04-14,Zwitserleven Credits Hypotheken Mixfonds,11.33
2026-04-14,Zwitserleven Duurzaam Wereld Aandelenfonds,37.85
2026-04-14,Zwitserleven Europees Aandelenfonds,38.07
2026-04-14,Zwitserleven Government Bonds 10+ Fonds,8.04
2026-04-14,Zwitserleven Index Aandelenfonds Europa,43.55
2026-04-14,Zwitserleven Index Aandelenfonds Noord-Amerika,49.55
2026-04-14,Zwitserleven Index Aandelenfonds Opkomende Landen,34.65
2026-04-14,Zwitserleven Index Aandelenfonds Pacific,38.46
2026-04-14,Zwitserleven Index Wereld Aandelenfonds,89.49
2026-04-14,Zwitserleven Kortlopend Obligatiefonds,6.05
2026-04-14,Zwitserleven Lifestyle Garantie,169.27
2026-04-14,Zwitserleven Long Duration Fonds,25.84
2026-04-14,Zwitserleven MaatschappijGarantie (2%),41.72
2026-04-14,Zwitserleven MaatschappijGarantie (3%),46.54
2026-04-14,Zwitserleven MaatschappijGarantie plus,53.7
2026-04-14,Zwitserleven Medium Duration Fonds,27.76
2026-04-14,Zwitserleven Mixfonds,58.64
2026-04-14,Zwitserleven Obligatiefonds,17.32
2026-04-14,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.44
2026-04-14,Zwitserleven PPI Vanguard Small Cap Fund,55.22
2026-04-14,Zwitserleven PPI iShares Government Bond index Fund,49.58
2026-04-14,Zwitserleven PW Collectief Garantiefonds,19.88
2026-04-14,Zwitserleven PW Doorlopend Garantiefonds,13.23
2026-04-14,Zwitserleven PW Europees Beheer Fonds 3%,185.03
2026-04-14,Zwitserleven PW Europees Beheer Fonds 4%,186.95
2026-04-14,Zwitserleven PW Garandement,15.68
2026-04-14,Zwitserleven PW Garantie Plusfonds,17.98
2026-04-14,Zwitserleven PW Garantiefonds,13.24
2026-04-14,Zwitserleven PW Safetyfonds,110.44
2026-04-14,Zwitserleven PW Vastrentendfonds,19.26
2026-04-14,Zwitserleven PW Vastrentendfonds Nederland 3%,19.73
2026-04-14,Zwitserleven PW Vastrentendfonds Nederland 4%,19.73
2026-04-14,Zwitserleven PW Verzekerd Rendementfonds,14.89
2026-04-14,Zwitserleven PW Wereldbeheerfonds 3%,137.76
2026-04-14,Zwitserleven PW Wereldbeheerfonds 4%,139.0
2026-04-14,Zwitserleven RZL Amerika Aandelenfonds,90.82
2026-04-14,Zwitserleven RZL Azië Aandelenfonds,48.06
2026-04-14,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.92
2026-04-14,Zwitserleven RZL Euro Mixfonds,44.14
2026-04-14,Zwitserleven RZL Euro Obligatiefonds,26.3
2026-04-14,Zwitserleven RZL Europa Aandelenfonds,57.66
2026-04-14,Zwitserleven RZL Vastgoedfonds,45.38
2026-04-14,Zwitserleven RZL Wereld Aandelenfonds,61.76
2026-04-14,Zwitserleven RendementsGarantie 1%,23.19
2026-04-14,Zwitserleven RendementsGarantie 2%,26.34
2026-04-14,Zwitserleven Selectie Fonds,40.3
2026-04-14,Zwitserleven Ultra Long Duration Fonds,22.26
2026-04-14,Zwitserleven VP Credits Hypothekenmix,9.95
2026-04-14,Zwitserleven VP Obligatie,8.71
2026-04-14,Zwitserleven VP Selectie,10.25
2026-04-14,Zwitserleven VP Wereld Aandelen,13.58
2026-04-14,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.19
2026-04-14,Zwitserleven Vanguard Small Cap Fund,27.53
2026-04-14,Zwitserleven Vastgoedfonds,24.98
2026-04-14,Zwitserleven Wereld Aandelenfonds,87.08
2026-04-14,Zwitser­leven Geldmarkt­fonds,25.28
2026-04-14,Zwitser­leven PPI Geldmarkt­fonds,50.55
2026-04-14,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,50.63
2026-04-14,Zwitser­leven Vanguard US 500 Stock Index Fund,25.31
2026-04-15,ASN Duurzaam Aandelenfonds,198.68
2026-04-15,ASN Duurzaam Obligatiefonds,25.31
2026-04-15,ASN Milieu & Waterfonds,53.36
2026-04-15,Etappe Euro Aandelen­fonds,61.98
2026-04-15,Etappe Euro Obligatie­fonds,25.61
2026-04-15,Etappe Staatsobligaties 10+ Fonds,20.81
2026-04-15,Euro Aandelen­fonds,57.88
2026-04-15,Euro Mixfonds,38.06
2026-04-15,Euro Obligatiefonds,24.23
2026-04-15,Optimaal Euro Obligatiefonds,24.61
2026-04-15,Optimaal Staatsobligaties 10+ Fonds,20.86
2026-04-15,Optimaal Vastgoedfonds,34.59
2026-04-15,Optimaal Wereld Aandelenfonds,73.61
2026-04-15,Optimaalfonds Oranje,37.66
2026-04-15,PP Euro Aandelenfonds,65.19
2026-04-15,PP Euro Mixfonds,42.23
2026-04-15,PP Euro Obligatiefonds,25.47
2026-04-15,PP Optimaal Euro Mixfonds,40.18
2026-04-15,PP Wereld Aandelenfonds,77.59
2026-04-15,RZL Aandelenfonds Amerika,91.24
2026-04-15,RZL Aandelenfonds Duurzaam Wereld,28.43
2026-04-15,RZL Aandelenfonds Europa,58.18
2026-04-15,RZL Aandelenfonds Europa 2,65.19
2026-04-15,RZL Aandelenfonds Opkomende Landen,30.27
2026-04-15,RZL Aandelenfonds Pacific,48.16
2026-04-15,RZL Aandelenfonds Vastgoed,45.74
2026-04-15,RZL Aandelenfonds Wereld,62.17
2026-04-15,RZL Aandelenfonds Wereld 2,77.59
2026-04-15,RZL Diversificatiefonds,25.9
2026-04-15,RZL Mixfonds,44.41
2026-04-15,RZL Mixfonds 2,42.23
2026-04-15,RZL Obligatiefonds,26.39
2026-04-15,RZL Obligatiefonds 2,25.47
2026-04-15,RZL Obligatiefonds Duratie 10+,20.81
2026-04-15,RZL Obligatiefonds Duratie Heel Lang,25.17
2026-04-15,RZL Obligatiefonds Duratie Lang,24.61
2026-04-15,RZL Obligatiefonds Duratie Medium,25.05
2026-04-15,RZL Obligatiefonds Groen en Sociaal,25.0
2026-04-15,RZL Obligatiefonds Kortlopend,19.94
2026-04-15,RZL Optimaalfonds,37.66
2026-04-15,Wereld Beheer Mixfonds,37.99
2026-04-15,Zwitserleven Amerika Aandelenfonds,100.31
2026-04-15,Zwitserleven Credits Fonds,11.44
2026-04-15,Zwitserleven Credits Hypotheken Mixfonds,11.37
2026-04-15,Zwitserleven Duurzaam Wereld Aandelenfonds,38.1
2026-04-15,Zwitserleven Europees Aandelenfonds,38.31
2026-04-15,Zwitserleven Government Bonds 10+ Fonds,8.08
2026-04-15,Zwitserleven Index Aandelenfonds Europa,44.01
2026-04-15,Zwitserleven Index Aandelenfonds Noord-Amerika,49.76
2026-04-15,Zwitserleven Index Aandelenfonds Opkomende Landen,35.03
2026-04-15,Zwitserleven Index Aandelenfonds Pacific,38.56
2026-04-15,Zwitserleven Index Wereld Aandelenfonds,90.18
2026-04-15,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-15,Zwitserleven Lifestyle Garantie,169.28
2026-04-15,Zwitserleven Long Duration Fonds,26.01
2026-04-15,Zwitserleven MaatschappijGarantie (2%),41.72
2026-04-15,Zwitserleven MaatschappijGarantie (3%),46.55
2026-04-15,Zwitserleven MaatschappijGarantie plus,53.71
2026-04-15,Zwitserleven Medium Duration Fonds,27.87
2026-04-15,Zwitserleven Mixfonds,59.0
2026-04-15,Zwitserleven Obligatiefonds,17.37
2026-04-15,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.59
2026-04-15,Zwitserleven PPI Vanguard Small Cap Fund,55.34
2026-04-15,Zwitserleven PPI iShares Government Bond index Fund,49.41
2026-04-15,Zwitserleven PW Collectief Garantiefonds,19.97
2026-04-15,Zwitserleven PW Doorlopend Garantiefonds,13.27
2026-04-15,Zwitserleven PW Europees Beheer Fonds 3%,186.16
2026-04-15,Zwitserleven PW Europees Beheer Fonds 4%,188.1
2026-04-15,Zwitserleven PW Garandement,15.73
2026-04-15,Zwitserleven PW Garantie Plusfonds,18.07
2026-04-15,Zwitserleven PW Garantiefonds,13.29
2026-04-15,Zwitserleven PW Safetyfonds,111.02
2026-04-15,Zwitserleven PW Vastrentendfonds,19.33
2026-04-15,Zwitserleven PW Vastrentendfonds Nederland 3%,19.79
2026-04-15,Zwitserleven PW Vastrentendfonds Nederland 4%,19.79
2026-04-15,Zwitserleven PW Verzekerd Rendementfonds,14.96
2026-04-15,Zwitserleven PW Wereldbeheerfonds 3%,138.43
2026-04-15,Zwitserleven PW Wereldbeheerfonds 4%,139.67
2026-04-15,Zwitserleven RZL Amerika Aandelenfonds,91.24
2026-04-15,Zwitserleven RZL Azië Aandelenfonds,48.16
2026-04-15,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.94
2026-04-15,Zwitserleven RZL Euro Mixfonds,44.41
2026-04-15,Zwitserleven RZL Euro Obligatiefonds,26.39
2026-04-15,Zwitserleven RZL Europa Aandelenfonds,58.18
2026-04-15,Zwitserleven RZL Vastgoedfonds,45.74
2026-04-15,Zwitserleven RZL Wereld Aandelenfonds,62.17
2026-04-15,Zwitserleven RendementsGarantie 1%,23.19
2026-04-15,Zwitserleven RendementsGarantie 2%,26.34
2026-04-15,Zwitserleven Selectie Fonds,40.47
2026-04-15,Zwitserleven Ultra Long Duration Fonds,22.27
2026-04-15,Zwitserleven VP Credits Hypothekenmix,9.98
2026-04-15,Zwitserleven VP Obligatie,8.75
2026-04-15,Zwitserleven VP Selectie,10.3
2026-04-15,Zwitserleven VP Wereld Aandelen,13.66
2026-04-15,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.27
2026-04-15,Zwitserleven Vanguard Small Cap Fund,27.59
2026-04-15,Zwitserleven Vastgoedfonds,25.12
2026-04-15,Zwitserleven Wereld Aandelenfonds,87.51
2026-04-15,Zwitser­leven Geldmarkt­fonds,25.28
2026-04-15,Zwitser­leven PPI Geldmarkt­fonds,50.55
2026-04-15,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,51.22
2026-04-15,Zwitser­leven Vanguard US 500 Stock Index Fund,25.6
2026-04-16,ASN Duurzaam Aandelenfonds,199.27
2026-04-16,ASN Duurzaam Obligatiefonds,25.33
2026-04-16,ASN Milieu & Waterfonds,53.06
2026-04-16,Etappe Euro Aandelen­fonds,61.98
2026-04-16,Etappe Euro Obligatie­fonds,25.61
2026-04-16,Etappe Staatsobligaties 10+ Fonds,21.29
2026-04-16,Euro Aandelen­fonds,57.88
2026-04-16,Euro Mixfonds,38.06
2026-04-16,Euro Obligatiefonds,24.23
2026-04-16,Optimaal Euro Obligatiefonds,24.61
2026-04-16,Optimaal Staatsobligaties 10+ Fonds,20.86
2026-04-16,Optimaal Vastgoedfonds,34.59
2026-04-16,Optimaal Wereld Aandelenfonds,73.61
2026-04-16,Optimaalfonds Oranje,37.71
2026-04-16,PP Euro Aandelenfonds,64.85
2026-04-16,PP Euro Mixfonds,42.13
2026-04-16,PP Euro Obligatiefonds,25.49
2026-04-16,PP Optimaal Euro Mixfonds,40.18
2026-04-16,PP Wereld Aandelenfonds,77.75
2026-04-16,RZL Aandelenfonds Amerika,91.71
2026-04-16,RZL Aandelenfonds Duurzaam Wereld,28.47
2026-04-16,RZL Aandelenfonds Europa,57.89
2026-04-16,RZL Aandelenfonds Europa 2,64.85
2026-04-16,RZL Aandelenfonds Opkomende Landen,30.6
2026-04-16,RZL Aandelenfonds Pacific,48.3
2026-04-16,RZL Aandelenfonds Vastgoed,45.84
2026-04-16,RZL Aandelenfonds Wereld,62.29
2026-04-16,RZL Aandelenfonds Wereld 2,77.75
2026-04-16,RZL Diversificatiefonds,25.91
2026-04-16,RZL Mixfonds,44.3
2026-04-16,RZL Mixfonds 2,42.13
2026-04-16,RZL Obligatiefonds,26.4
2026-04-16,RZL Obligatiefonds 2,25.49
2026-04-16,RZL Obligatiefonds Duratie 10+,21.29
2026-04-16,RZL Obligatiefonds Duratie Heel Lang,24.98
2026-04-16,RZL Obligatiefonds Duratie Lang,24.54
2026-04-16,RZL Obligatiefonds Duratie Medium,25.06
2026-04-16,RZL Obligatiefonds Groen en Sociaal,24.96
2026-04-16,RZL Obligatiefonds Kortlopend,19.95
2026-04-16,RZL Optimaalfonds,37.71
2026-04-16,Wereld Beheer Mixfonds,37.99
2026-04-16,Zwitserleven Amerika Aandelenfonds,100.87
2026-04-16,Zwitserleven Credits Fonds,11.42
2026-04-16,Zwitserleven Credits Hypotheken Mixfonds,11.37
2026-04-16,Zwitserleven Duurzaam Wereld Aandelenfonds,38.18
2026-04-16,Zwitserleven Europees Aandelenfonds,38.21
2026-04-16,Zwitserleven Government Bonds 10+ Fonds,8.09
2026-04-16,Zwitserleven Index Aandelenfonds Europa,43.83
2026-04-16,Zwitserleven Index Aandelenfonds Noord-Amerika,50.22
2026-04-16,Zwitserleven Index Aandelenfonds Opkomende Landen,35.34
2026-04-16,Zwitserleven Index Aandelenfonds Pacific,39.01
2026-04-16,Zwitserleven Index Wereld Aandelenfonds,90.57
2026-04-16,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-16,Zwitserleven Lifestyle Garantie,169.29
2026-04-16,Zwitserleven Long Duration Fonds,25.94
2026-04-16,Zwitserleven MaatschappijGarantie (2%),41.72
2026-04-16,Zwitserleven MaatschappijGarantie (3%),46.55
2026-04-16,Zwitserleven MaatschappijGarantie plus,53.71
2026-04-16,Zwitserleven Medium Duration Fonds,27.87
2026-04-16,Zwitserleven Mixfonds,58.86
2026-04-16,Zwitserleven Obligatiefonds,17.39
2026-04-16,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.64
2026-04-16,Zwitserleven PPI Vanguard Small Cap Fund,55.3
2026-04-16,Zwitserleven PPI iShares Government Bond index Fund,49.64
2026-04-16,Zwitserleven PW Collectief Garantiefonds,19.95
2026-04-16,Zwitserleven PW Doorlopend Garantiefonds,13.28
2026-04-16,Zwitserleven PW Europees Beheer Fonds 3%,185.71
2026-04-16,Zwitserleven PW Europees Beheer Fonds 4%,187.64
2026-04-16,Zwitserleven PW Garandement,15.74
2026-04-16,Zwitserleven PW Garantie Plusfonds,18.05
2026-04-16,Zwitserleven PW Garantiefonds,13.28
2026-04-16,Zwitserleven PW Safetyfonds,110.85
2026-04-16,Zwitserleven PW Vastrentendfonds,19.34
2026-04-16,Zwitserleven PW Vastrentendfonds Nederland 3%,19.8
2026-04-16,Zwitserleven PW Vastrentendfonds Nederland 4%,19.8
2026-04-16,Zwitserleven PW Verzekerd Rendementfonds,14.94
2026-04-16,Zwitserleven PW Wereldbeheerfonds 3%,138.59
2026-04-16,Zwitserleven PW Wereldbeheerfonds 4%,139.84
2026-04-16,Zwitserleven RZL Amerika Aandelenfonds,91.71
2026-04-16,Zwitserleven RZL Azië Aandelenfonds,48.3
2026-04-16,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.95
2026-04-16,Zwitserleven RZL Euro Mixfonds,44.3
2026-04-16,Zwitserleven RZL Euro Obligatiefonds,26.4
2026-04-16,Zwitserleven RZL Europa Aandelenfonds,57.89
2026-04-16,Zwitserleven RZL Vastgoedfonds,45.84
2026-04-16,Zwitserleven RZL Wereld Aandelenfonds,62.29
2026-04-16,Zwitserleven RendementsGarantie 1%,23.19
2026-04-16,Zwitserleven RendementsGarantie 2%,26.34
2026-04-16,Zwitserleven Selectie Fonds,40.56
2026-04-16,Zwitserleven Ultra Long Duration Fonds,22.11
2026-04-16,Zwitserleven VP Credits Hypothekenmix,9.98
2026-04-16,Zwitserleven VP Obligatie,8.75
2026-04-16,Zwitserleven VP Selectie,10.32
2026-04-16,Zwitserleven VP Wereld Aandelen,13.74
2026-04-16,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.29
2026-04-16,Zwitserleven Vanguard Small Cap Fund,27.57
2026-04-16,Zwitserleven Vastgoedfonds,25.19
2026-04-16,Zwitserleven Wereld Aandelenfonds,88.16
2026-04-16,Zwitser­leven Geldmarkt­fonds,25.28
2026-04-16,Zwitser­leven PPI Geldmarkt­fonds,50.55
2026-04-16,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,51.61
2026-04-16,Zwitser­leven Vanguard US 500 Stock Index Fund,25.79
2026-04-17,ASN Duurzaam Aandelenfonds,200.24
2026-04-17,ASN Duurzaam Obligatiefonds,25.35
2026-04-17,ASN Milieu & Waterfonds,53.18
2026-04-17,Etappe Euro Aandelen­fonds,61.98
2026-04-17,Etappe Euro Obligatie­fonds,25.61
2026-04-17,Etappe Staatsobligaties 10+ Fonds,21.32
2026-04-17,Euro Aandelen­fonds,57.88
2026-04-17,Euro Mixfonds,38.06
2026-04-17,Euro Obligatiefonds,24.23
2026-04-17,Optimaal Euro Obligatiefonds,24.61
2026-04-17,Optimaal Staatsobligaties 10+ Fonds,20.86
2026-04-17,Optimaal Vastgoedfonds,34.59
2026-04-17,Optimaal Wereld Aandelenfonds,73.61
2026-04-17,Optimaalfonds Oranje,37.8
2026-04-17,PP Euro Aandelenfonds,64.82
2026-04-17,PP Euro Mixfonds,42.14
2026-04-17,PP Euro Obligatiefonds,25.5
2026-04-17,PP Optimaal Euro Mixfonds,40.18
2026-04-17,PP Wereld Aandelenfonds,78.07
2026-04-17,RZL Aandelenfonds Amerika,92.14
2026-04-17,RZL Aandelenfonds Duurzaam Wereld,28.61
2026-04-17,RZL Aandelenfonds Europa,57.86
2026-04-17,RZL Aandelenfonds Europa 2,64.82
2026-04-17,RZL Aandelenfonds Opkomende Landen,31.05
2026-04-17,RZL Aandelenfonds Pacific,48.74
2026-04-17,RZL Aandelenfonds Vastgoed,46.14
2026-04-17,RZL Aandelenfonds Wereld,62.54
2026-04-17,RZL Aandelenfonds Wereld 2,78.07
2026-04-17,RZL Diversificatiefonds,25.96
2026-04-17,RZL Mixfonds,44.3
2026-04-17,RZL Mixfonds 2,42.14
2026-04-17,RZL Obligatiefonds,26.42
2026-04-17,RZL Obligatiefonds 2,25.5
2026-04-17,RZL Obligatiefonds Duratie 10+,21.32
2026-04-17,RZL Obligatiefonds Duratie Heel Lang,24.93
2026-04-17,RZL Obligatiefonds Duratie Lang,24.56
2026-04-17,RZL Obligatiefonds Duratie Medium,25.07
2026-04-17,RZL Obligatiefonds Groen en Sociaal,24.98
2026-04-17,RZL Obligatiefonds Kortlopend,19.96
2026-04-17,RZL Optimaalfonds,37.8
2026-04-17,Wereld Beheer Mixfonds,37.99
2026-04-17,Zwitserleven Amerika Aandelenfonds,101.27
2026-04-17,Zwitserleven Credits Fonds,11.43
2026-04-17,Zwitserleven Credits Hypotheken Mixfonds,11.38
2026-04-17,Zwitserleven Duurzaam Wereld Aandelenfonds,38.38
2026-04-17,Zwitserleven Europees Aandelenfonds,38.1
2026-04-17,Zwitserleven Government Bonds 10+ Fonds,8.09
2026-04-17,Zwitserleven Index Aandelenfonds Europa,43.75
2026-04-17,Zwitserleven Index Aandelenfonds Noord-Amerika,50.44
2026-04-17,Zwitserleven Index Aandelenfonds Opkomende Landen,36.02
2026-04-17,Zwitserleven Index Aandelenfonds Pacific,38.59
2026-04-17,Zwitserleven Index Wereld Aandelenfonds,91.04
2026-04-17,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-17,Zwitserleven Lifestyle Garantie,169.31
2026-04-17,Zwitserleven Long Duration Fonds,25.96
2026-04-17,Zwitserleven MaatschappijGarantie (2%),41.73
2026-04-17,Zwitserleven MaatschappijGarantie (3%),46.56
2026-04-17,Zwitserleven MaatschappijGarantie plus,53.72
2026-04-17,Zwitserleven Medium Duration Fonds,27.88
2026-04-17,Zwitserleven Mixfonds,58.78
2026-04-17,Zwitserleven Obligatiefonds,17.39
2026-04-17,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.68
2026-04-17,Zwitserleven PPI Vanguard Small Cap Fund,55.67
2026-04-17,Zwitserleven PPI iShares Government Bond index Fund,49.62
2026-04-17,Zwitserleven PW Collectief Garantiefonds,19.96
2026-04-17,Zwitserleven PW Doorlopend Garantiefonds,13.29
2026-04-17,Zwitserleven PW Europees Beheer Fonds 3%,185.72
2026-04-17,Zwitserleven PW Europees Beheer Fonds 4%,187.66
2026-04-17,Zwitserleven PW Garandement,15.75
2026-04-17,Zwitserleven PW Garantie Plusfonds,18.06
2026-04-17,Zwitserleven PW Garantiefonds,13.28
2026-04-17,Zwitserleven PW Safetyfonds,110.88
2026-04-17,Zwitserleven PW Vastrentendfonds,19.35
2026-04-17,Zwitserleven PW Vastrentendfonds Nederland 3%,19.81
2026-04-17,Zwitserleven PW Vastrentendfonds Nederland 4%,19.81
2026-04-17,Zwitserleven PW Verzekerd Rendementfonds,14.94
2026-04-17,Zwitserleven PW Wereldbeheerfonds 3%,138.91
2026-04-17,Zwitserleven PW Wereldbeheerfonds 4%,140.17
2026-04-17,Zwitserleven RZL Amerika Aandelenfonds,92.14
2026-04-17,Zwitserleven RZL Azië Aandelenfonds,48.74
2026-04-17,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.96
2026-04-17,Zwitserleven RZL Euro Mixfonds,44.3
2026-04-17,Zwitserleven RZL Euro Obligatiefonds,26.42
2026-04-17,Zwitserleven RZL Europa Aandelenfonds,57.86
2026-04-17,Zwitserleven RZL Vastgoedfonds,46.14
2026-04-17,Zwitserleven RZL Wereld Aandelenfonds,62.54
2026-04-17,Zwitserleven RendementsGarantie 1%,23.19
2026-04-17,Zwitserleven RendementsGarantie 2%,26.34
2026-04-17,Zwitserleven Selectie Fonds,40.58
2026-04-17,Zwitserleven Ultra Long Duration Fonds,22.06
2026-04-17,Zwitserleven VP Credits Hypothekenmix,9.98
2026-04-17,Zwitserleven VP Obligatie,8.75
2026-04-17,Zwitserleven VP Selectie,10.34
2026-04-17,Zwitserleven VP Wereld Aandelen,13.81
2026-04-17,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.31
2026-04-17,Zwitserleven Vanguard Small Cap Fund,27.76
2026-04-17,Zwitserleven Vastgoedfonds,25.24
2026-04-17,Zwitserleven Wereld Aandelenfonds,88.54
2026-04-17,Zwitser­leven Geldmarkt­fonds,25.28
2026-04-17,Zwitser­leven PPI Geldmarkt­fonds,50.55
2026-04-17,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,51.74
2026-04-17,Zwitser­leven Vanguard US 500 Stock Index Fund,25.86
